1 - | Kصحيح
3885 - | Zفي الزوائد في إسناده عبد الله بن حسين ضعفه أبو زرعة والبخاري وابن حبانS [3885 - ش - (التكلان) اسم من التوكل.]Kضعيف
3886 - | Zفي الزوائد في إسناده هرون بن هرون بن عبد الله وهو ضعيفS [3886 - ش - (فيلقاه قريناه) الظاهر أن المراد بالقرينين ههنا شيطانان. أحدهما شيطان الإنس والثاني شيطان الجن.]Kضعيف
3887 - | S [3887 - ش - (قال الشيطان) أي لأعوانه.]Kصحيح
3888 - | S [3888 - ش - (وعثاء السفر) أي شدته ومشقته. (وكآبة المنقلب) بهمزة ممدودة أو ساكنة كرأفة. هي الغم وسوء الحال والانكسار من حزن. والمنقلب مصدر بمعنى الانقلاب. أو اسم مكان. قال الخطابي معناه أن ينقلب إلى أهله كئيبا حزينا لعدم قضاء حاجته أو إصابه آفة له. (والحور بعد الكور) أي النقصان بعد الزيادة وأصل الحور الرجوع. (سوء المنظر) المراد كل منظر يعقب النظر سوءا.]Kصحيح
3889 - | S [ش (سيبا) أي مطرا جاريا على وجه الأرض من كثرته.]Kصحيح
3890 - | S [3890 - ش - (صيبا) هو ما سال من المطر.]Kصحيح
3891 - | S [3891 - ش - (مخيلة) أي سحابة تكون مظنة للمطر. (سرى) أي كشق عنه الحزن وأزيل.]Kصحيح
3892 - | S [3892 - ش - (فجئة) أي لقيه فجأة.]بسم الله الرحمن الرحيمKحسن
3893 - | S [3893 - ش - (جزء) حقيقة التجزي لا تدرى. والروايات أيضا مختلفة. والقدر الذي أريد إقهامه هو أن الرؤيا لها مناسبة بالنبوة. من حيث إنها اطلاع على الغيب بواسطة الملك إذا كانت صالحة.]Kصحيح
3894 - | Kصحيح
3895 - | Zفي الزوائد في إسناده عطية بن سعيد العوفي البجلي وهو ضعيف.Kصحيح
3896 - | Zفي الزوائد إسناده صحيح. رجاله ثقاتS [3896 - ش - (ذهبت النبوة) أي ستذهب بوفاته صلى الله عليه وسلم. فإنه خاتم النبيين. لا نبي بعده. (المبشرات) أي الصالحات من الرؤيا.]Kصحيح
3897 - | Kصحيح
3899 - | Kصحيح
3900 - | S [3900 - ش - (فقد رآني في اليقظة) أي فرؤياه حق. كأن رؤيته تلك رؤية في اليقظة. (لا يتمثل) أي لا يظهر. يحيث يظن الرائي أنه النبي صلى الله عليه وسلم.Kصحيح
3901 - | Kصحيح
3902 - | Kصحيح
3903 - | Zفي الزوائد إسناده ضعيف لضعف عطية بن سعد العوفي وابن أبي ليلى. واسمه محمد بن عبد الرحمن ابن أبي ليلى.Kصحيح
3904 - | Zفي الزوائد إسناده حسن. لأن صدقة بن أبي عمران مختلف فيه.Kحسن صحيح
3905 - | Zفي الزوائد في إسناده جابر الجعفي وهو متهم.Kصحيح
3906 - | Zفي الزوائد في إسناده هوذة بن خليفة قال ابن معين هوذة بن خليفة ضعيفS [3906 - ش - فبشرى من الله) أي فمنها بشرى. أي فأحدها بشرى. (وليقم يصلي) أي ليطرد الشيطان.]Kصحيح دون قوله فإذا رأى
3907 - | Zفي الزوائد أسناده صحيح. رجاله ثقاتS [3907 - ش - (أهاويل) جمع أهوال. كأقاويل جمع أقوال جمع قول.]Kصحيح
3908 - | S [3908 - ش - (فليبصق عن يساره ثلاثا) أي يطرد الشيطان.]Kصحيح
3909 - | S [3909 - ش - (الرؤيا من الله والحلم من الشيطان) قال في النهاية الرؤيا والحلم عبارة عما يراه النائم في نومه من الأشياء. لكن غلب الرؤيا على ما يراه من الخبر والشيء والحسن. غلب الحلم على ما يراه من الشر القبيح.]Kصحيح
3910 - | Zفي الزوائد. في إسناده العمري واسمه عبد الله العمري ضعيف.Kصحيح
3911 - | Zفي الزوائد إسناده صحيح. رجاله ثقاتS [3911 - ش - (يتدهده) يتدحرج ويضطرب. (ثم يغدو) أي ذلك الأحد. (يخبر الناس) قاله في قصد الإنكار بالإخبار بمثله. وأنه لا ينبغي له الإخبار. إنما ينبغي له السكوت والإعراض عنه.]Kصحيح
3912 - | Kصحيح
3913 - | S [3913 - ش - (إذا حلم) من الحلم بمعنى ماراه النائم. المراد ما يكرهم.]Kصحيح
3914 - | S [3914 - ش - (على رجل طائر) كأنها معلقة بطائر. هذا مثل. والمراد أنها لا تستقر قرارها. (تعبر) مشددا ومخففا. يقال عبر الرؤيا بالتخفيف والتشديد إذا فسرها. (إلا على واد) اسم فاعل من الود كالحب لفظا ومعنى. أي على حبيب. (ذي رأي) أي ذي لب.]Kصحيح
3915 - | Zفي الزوائد في إسناده يزيد بن أبان الرقاشي وهو ضعيفS [3915 - ش - (اعتبروها) قيل معنى اعتبروها بأسمائها اجعلوا أسماء ما يرى في المنام عبرة وقياسا. كأن يرى رجلا يسمى سالما. فأوله بالسلامة. أو غائما فأوله بالغنيمة. أو رأى غرابا فأوله بالرجل الفاسق. فقد سمى الغراب في الحديث فاسقا. ورأى ضلعا فعبر بالمرأة. لتسميها في الحديث ضلعا. ونحو ذلك(وكنوها بكناها) قيل الكني جمع كنية. من قولك كنيت عن الأمر وكنوت عنه إذا وريت عنه بغيره. وأراد مثلول لها مثالا إذا عبر تموها. وهي التي يضرب بها ملضك الرؤيا للرجل في منامه. لأنه يكنى بها عن أعيان الأمور. (لأول عابر) أي أنها إذا احتملت تأويلين أو أكثر فعبرها من يعرف عبارتها وقعت على ما أولها وانتفى عنها غيره من التأويل.]Kضعيف
3916 - | S [3916 - ش - (من تحلم) أي تكلف في الحلم. أي أتى فيه بشيء لم يرد. فكما أنه تنظم غير المنظوم وعقد بين الكلمات غير المرتبطة كذلك يكلف بالعقد والربط بين الأشياء التي لا يمكت العقد بينها ليكون العقاب من جنس المعصية. ثم معلوم أنه لا يعقد بينهما أصلا.]Kصحيح
3917 - | S [3917 - ش - (إذا قرب الزمان) أي قرب من الانقضاء بإقبال الساعة.]Kصحيح
3918 - | S [3918 - ش - (منصرفة) أي زمان انصرافه. (ظلة) أي سحابة لها ظل. وكل ما أظل من سقيفه ونحوها يسمى ظلة. قاله الخطابي. (تنطف) أي تمطر أو تقطر. يقال نطف الماء إذا سال. (يتكففون) أي يأخذون بأكفهم (فالمستكثر) خبره محذوف. أي فيهم أو منهم من يأخذ الكثير. (والمستقل) أي ومنهم من يأخذ القليل. (سببا) أي حبلا. (واصلا) قيل هو بمعنى الموصول. كعيشة راضية أي مرضية. هذا إذا كان من الوصل أما إذا كان من الوصول فلا حاجة إلى ذلك. بل لا تصح. (فانقطع به ثم وصل له) معناه أن عثمان كاد أن ينقطع من اللحاق بصاحبيه بسبب ما وقع له في تلك القضايا التي أنكروها. فعبر عنها بانقطاع الحبل. ثم وقعت له الشهادة فاتصل بهم. فعبر عنه بأن الحبل وصل له فاتصل فالتحق بهم. كذا ذكره الحافظ ابن حجر من شرح البخاري. (أما الظلة فالإسلام إلخ) قال الحافظ في الفتح وقال المهلب توجيه تعبير أبي بكر أن الظلة نعمة من نعم الله على أهل الجنة. وكذلك كانت على بني إسرائيل. وكذلك الإسلام يقي الأذى وينعم به المؤمن في الدنيا والآخرة. وأما العسل فإن الله جعله شفاء للناس وقال تعالى إن القرآن شفاء لما في الصدور. وقال إنه شفاء ورحمة للمؤمنين. وهو حلو على الأسماع كحلاوة العسل في المذاقحدثنا محمد بن يحيى. حدثنا عبد الرزاق. أبنأنأ معمر عن الزهري عن عبيد الله عن ابن عباس قال كان أبو هريرة يحدث أن رجلا أتى رسول الله صلى الله عليه وسلم فقال يا رسول الله رأيت ظلة بين السماء والأرض تنطف سمنا وعسلا. فذكر الحديث نحوهKصحيح
3919 - | S [3919 - ش - (عزبا) العزب بفتحتين من لا أهل له. (لم ترع) من راع يروع أي لم تخف.]Kصحيح
3920 - | S [3920 - ش - (شيخة) أي طائفة من الشيوخ.]Kحسن
3921 - | S [3921 - ش - (فذهب وهلى) في النهاية وهل إلى الشيء يهل وهلا إذا ذهب وهمه إليه (يمامة) قيل هي بلاد بين مكة واليمن. (هجر) قاعدة أرض البحرين أو أرض باليمن.]Kصحيح
3922 - | Kصحيح
3923 - | Zفي الزوائد رجال إسناده ثقات إلا أنه منقطع. وفي التهذيب والأطراف ورى قابوس عن أبيه عن أم الفضل.Kضعيف
3924 - | S [3924 - ش - (بالمهيعة) هي الجحفة ميقات أهل الشام.]Kصحيح
3925 - | Zفي الزوائد رجال إسناده ثقات إلا أنه منقطع. قال علي بن المديني وابن معين أبو سلمة لم يسمع من طلحة شيئاS [3925 - ش - (الآخر منهما) أي الزمان المتأخر. (لم يأن) أي لم يحضر وقت دخولك الجنة (بعد) أي إلى هذا الحين.]Kصحيح
3926 - | Kضعيف مرفوع
3927 - | Kصحيح
3928 - | Kصحيح
3929 - | Zفي الزوائد إسناده رجاله ثقات. لكن الحديث في النسائي أيضا موجود. وأشار في الزوائد إلى شيء من ذلك.Kصحيح
3930 - | Zفي الزوائد هذا إسناد حسن. والسميط وثقه العجلي وروى له مسلم في صحيحه. وعاصم هو الأحول ويروى له مسلم أيضا في صحيحه وذكره ابن حبان في الثقات. وسويد بن سعيد مختلف فيهS [3930 - ش - (فمنحوهم أكتافهم) أي أعطوهم أكتافهم. كأنه كناية عن التولي والإدبار. أو المغلوبية أي مكنوهم من أكتافهم حتى يضربوا أكتافهم أو يركبوا عليها. (لحمتي) أي قرابتي. (الشعاب) أي تلك الطرق التي هي بين الجبال.]حدثنا إسماعيل بن حفص الأيلي. حدثنا حفص بن غياث عن عاصم عن السميط عن عمران بن الحصين قال بعثنا رسول الله صلى الله عليه وسلم في تسرية. فحمل رجل من المسلمين على رجل من المشركين. فذكر الحديث. وزاد فيه فنبذته الأرض فأخبر النبي صلى الله عليه وسلم: قال (إن الأرض لتقبل من هو شر منه. ولكن الله أحب أن يريكم تعظيم حرمة - لا إله إلا الله -)
