hadithnumber,arabicnumber,text,book,hadith,Al-Albani,Muhammad Muhyi Al-Din Abdul Hamid,Shuaib Al Arnaut,Zubair Ali Zai
4256,4256,"حدثنا عثمان بن ابي شيبة، حدثنا وكيع، عن عثمان الشحام، قال حدثني مسلم بن ابي بكرة، عن ابيه، قال قال رسول الله صلى الله عليه وسلم "" انها ستكون فتنة يكون المضطجع فيها خيرا من الجالس والجالس خيرا من القايم والقايم خيرا من الماشي والماشي خيرا من الساعي "" . قال يا رسول الله ما تامرني قال "" من كانت له ابل فليلحق بابله ومن كانت له غنم فليلحق بغنمه ومن كانت له ارض فليلحق بارضه "" . قال فمن لم يكن له شىء من ذلك قال "" فليعمد الى سيفه فليضرب بحده على حرة ثم لينج ما استطاع النجاء",37,17,Sahih,Sahih,,Sahih Muslim (2887)
4257,4257,"حدثنا يزيد بن خالد الرملي، حدثنا مفضل، عن عياش، عن بكير، عن بسر بن سعيد، عن حسين بن عبد الرحمن الاشجعي، انه سمع سعد بن ابي وقاص، عن النبي صلى الله عليه وسلم في هذا الحديث قال فقلت يا رسول الله ارايت ان دخل على بيتي وبسط يده ليقتلني قال فقال رسول الله صلى الله عليه وسلم "" كن كابنى ادم "" . وتلا يزيد { لين بسطت الى يدك } الاية",37,18,Sahih,Sahih,Sahih,Hasan
4258,4258,"حدثنا عمرو بن عثمان، حدثنا ابي، حدثنا شهاب بن خراش، عن القاسم بن غزوان، عن اسحاق بن راشد الجزري، عن سالم، حدثني عمرو بن وابصة الاسدي، عن ابيه، وابصة، عن ابن مسعود، قال سمعت رسول الله صلى الله عليه وسلم يقول فذكر بعض حديث ابي بكرة قال "" قتلاها كلهم في النار "" . قال فيه قلت متى ذلك يا ابن مسعود قال تلك ايام الهرج حيث لا يامن الرجل جليسه . قلت فما تامرني ان ادركني ذلك الزمان قال تكف لسانك ويدك وتكون حلسا من احلاس بيتك . فلما قتل عثمان طار قلبي مطاره فركبت حتى اتيت دمشق فلقيت خريم بن فاتك فحدثته فحلف بالله الذي لا اله الا هو لسمعه من رسول الله صلى الله عليه وسلم كما حدثنيه ابن مسعود",37,19,Daif Isnaad,Daif Isnaad,Daif,Daif
4259,4259,"حدثنا مسدد، حدثنا عبد الوارث بن سعيد، عن محمد بن جحادة، عن عبد الرحمن بن ثروان، عن هزيل، عن ابي موسى الاشعري، قال قال رسول الله صلى الله عليه وسلم "" ان بين يدى الساعة فتنا كقطع الليل المظلم يصبح الرجل فيها مومنا ويمسي كافرا ويمسي مومنا ويصبح كافرا القاعد فيها خير من القايم والماشي فيها خير من الساعي فكسروا قسيكم وقطعوا اوتاركم واضربوا سيوفكم بالحجارة فان دخل - يعني على احد منكم - فليكن كخير ابنى ادم",37,20,Sahih,Sahih,,Isnaad Hasan
4260,4260,"حدثنا ابو الوليد الطيالسي، حدثنا ابو عوانة، عن رقبة بن مصقلة، عن عون بن ابي جحيفة، عن عبد الرحمن، - يعني ابن سمرة - قال كنت اخذا بيد ابن عمر في طريق من طرق المدينة اذ اتى على راس منصوب فقال شقي قاتل هذا . فلما مضى قال وما ارى هذا الا قد شقي سمعت رسول الله صلى الله عليه وسلم يقول "" من مشى الى رجل من امتي ليقتله فليقل هكذا فالقاتل في النار والمقتول في الجنة "" . قال ابو داود رواه الثوري عن عبد الرحمن بن سمير او سميرة ورواه ليث بن ابي سليم عن عون عن عبد الرحمن بن سميرة . قال ابو داود قال لي الحسن بن علي حدثنا ابو الوليد - يعني بهذا الحديث - عن ابي عوانة وقال هو في كتابي ابن سبرة وقالوا سمرة وقالوا سميرة هذا كلام ابي الوليد",37,21,Daif,Daif,Daif,Daif
4261,4261,"حدثنا مسدد، حدثنا حماد بن زيد، عن ابي عمران الجوني، عن المشعث بن طريف، عن عبد الله بن الصامت، عن ابي ذر، قال قال لي رسول الله صلى الله عليه وسلم "" يا ابا ذر "" . قلت لبيك يا رسول الله وسعديك . فذكر الحديث قال فيه "" كيف انت اذا اصاب الناس موت يكون البيت فيه بالوصيف "" . قلت الله ورسوله اعلم او قال ما خار الله لي ورسوله . قال "" عليك بالصبر "" . او قال "" تصبر "" . ثم قال لي "" يا ابا ذر "" . قلت لبيك وسعديك . قال "" كيف انت اذا رايت احجار الزيت قد غرقت بالدم "" . قلت ما خار الله لي ورسوله . قال "" عليك بمن انت منه "" . قلت يا رسول الله افلا اخذ سيفي واضعه على عاتقي قال "" شاركت القوم اذا "" . قلت فما تامرني قال "" تلزم بيتك "" . قلت فان دخل على بيتي قال "" فان خشيت ان يبهرك شعاع السيف فالق ثوبك على وجهك يبوء باثمك واثمه "" . قال ابو داود لم يذكر المشعث في هذا الحديث غير حماد بن زيد",37,22,Sahih,Sahih,,Isnaad Hasan
4262,4262,"حدثنا محمد بن يحيى بن فارس، حدثنا عفان بن مسلم، حدثنا عبد الواحد بن زياد، حدثنا عاصم الاحول، عن ابي كبشة، قال سمعت ابا موسى، يقول قال رسول الله صلى الله عليه وسلم "" ان بين ايديكم فتنا كقطع الليل المظلم يصبح الرجل فيها مومنا ويمسي كافرا ويمسي مومنا ويصبح كافرا القاعد فيها خير من القايم والقايم فيها خير من الماشي والماشي فيها خير من الساعي "" . قالوا فما تامرنا قال "" كونوا احلاس بيوتكم",37,23,Sahih,Sahih,,Hasan
4263,4263,"حدثنا ابراهيم بن الحسن المصيصي، حدثنا حجاج، - يعني ابن محمد - حدثنا الليث بن سعد، قال حدثني معاوية بن صالح، ان عبد الرحمن بن جبير، حدثه عن ابيه، عن المقداد بن الاسود، قال ايم الله لقد سمعت رسول الله صلى الله عليه وسلم يقول "" ان السعيد لمن جنب الفتن ان السعيد لمن جنب الفتن ان السعيد لمن جنب الفتن ولمن ابتلي فصبر فواها",37,24,Sahih,Sahih,,Isnaad Sahih
4264,4264,"حدثنا عبد الملك بن شعيب بن الليث، حدثني ابن وهب، حدثني الليث، عن يحيى بن سعيد، قال قال خالد بن ابي عمران عن عبد الرحمن بن البيلماني، عن عبد الرحمن بن هرمز، عن ابي هريرة، ان رسول الله صلى الله عليه وسلم قال "" ستكون فتنة صماء بكماء عمياء من اشرف لها استشرفت له واشراف اللسان فيها كوقوع السيف",37,25,Daif,Daif,,Daif
4265,4265,"حدثنا محمد بن عبيد، حدثنا حماد بن زيد، حدثنا ليث، عن طاوس، عن رجل، يقال له زياد عن عبد الله بن عمرو، قال قال رسول الله صلى الله عليه وسلم "" انها ستكون فتنة تستنظف العرب قتلاها في النار اللسان فيها اشد من وقع السيف "" . قال ابو داود رواه الثوري عن ليث عن طاوس عن الاعجم",37,26,Daif,,Daif,Daif
4266,4266,حدثنا محمد بن عيسى بن الطباع، حدثنا عبد الله بن عبد القدوس، قال زياد سيمين كوش,37,27,Daif,Daif,,Isnaad Sahih
4267,4267,"حدثنا عبد الله بن مسلمة، عن مالك، عن عبد الرحمن بن عبد الله بن عبد الرحمن بن ابي صعصعة، عن ابيه، عن ابي سعيد الخدري، قال قال رسول الله صلى الله عليه وسلم "" يوشك ان يكون خير مال المسلم غنما يتبع بها شعف الجبال ومواقع القطر يفر بدينه من الفتن",37,28,Sahih,Sahih,Sahih,Sahih Bukhari (19)
4268,4268,"حدثنا ابو كامل، حدثنا حماد بن زيد، عن ايوب، ويونس، عن الحسن، عن الاحنف بن قيس، قال خرجت وانا اريد، - يعني في القتال - فلقيني ابو بكرة فقال ارجع فاني سمعت رسول الله صلى الله عليه وسلم يقول "" اذا تواجه المسلمان بسيفيهما فالقاتل والمقتول في النار "" . قال يا رسول الله هذا القاتل فما بال المقتول قال "" انه اراد قتل صاحبه",37,29,Sahih,,,Sahih Bukhari (31) Sahih Muslim (2888)
4269,4269,حدثنا محمد بن المتوكل العسقلاني، حدثنا عبد الرزاق، حدثنا معمر، عن ايوب، عن الحسن، باسناده ومعناه مختصرا . قال ابو داود لمحمد - يعني ابن المتوكل - اخ ضعيف يقال له الحسين,37,30,Daif,Sahih,Sahih,Sahih Muslim (2888)
4270,4270,"حدثنا مومل بن الفضل الحراني، حدثنا محمد بن شعيب، عن خالد بن دهقان، قال كنا في غزوة القسطنطينية بذلقية فاقبل رجل من اهل فلسطين - من اشرافهم وخيارهم يعرفون ذلك له يقال له هاني بن كلثوم بن شريك الكناني - فسلم على عبد الله بن ابي زكريا وكان يعرف له حقه قال لنا خالد فحدثنا عبد الله بن ابي زكريا قال سمعت ام الدرداء تقول سمعت ابا الدرداء يقول سمعت رسول الله صلى الله عليه وسلم يقول "" كل ذنب عسى الله ان يغفره الا من مات مشركا او مومن قتل مومنا متعمدا "" . فقال هاني بن كلثوم سمعت محمود بن الربيع يحدث عن عبادة بن الصامت انه سمعه يحدث عن رسول الله صلى الله عليه وسلم انه قال "" من قتل مومنا فاعتبط بقتله لم يقبل الله منه صرفا ولا عدلا "" . قال لنا خالد ثم حدثني ابن ابي زكريا عن ام الدرداء عن ابي الدرداء ان رسول الله صلى الله عليه وسلم قال "" لا يزال المومن معنقا صالحا ما لم يصب دما حراما فاذا اصاب دما حراما بلح "" . وحدث هاني بن كلثوم عن محمود بن الربيع عن عبادة بن الصامت عن رسول الله صلى الله عليه وسلم مثله سواء",37,31,Sahih,Sahih,,Isnaad Sahih
